ltable_id,rtable_id,gold
2027,4492,1
2037,6946,0
2043,4493,1
2050,9942,1
2053,3575,0
2053,4713,0
2053,6296,0
2053,8973,0
2053,10013,0
2054,4491,1
2058,4452,1
2063,3841,0
2066,4738,1
2083,4486,1
2096,4819,1
2106,4746,1
2133,8976,0
2156,4781,1
2157,4741,1
2162,4731,1
2164,4778,1
2171,7778,0
2187,5102,1
2193,4720,1
2196,6573,0
2199,5426,0
2201,5828,0
2208,4764,1
2228,4774,1
2245,4770,1
2245,9352,0
2246,5019,1
2248,4796,1
2252,4875,1
2255,6374,0
2265,4775,1
2276,4744,1
2277,6572,0
2277,7063,0
2282,4721,1
2287,4810,1
2295,5424,0
2308,6172,0
2320,5093,1
2321,5007,1
2332,4724,1
2338,4723,1
2338,9593,0
2339,4732,1
2339,9467,0
2346,4734,1
2351,4773,1
2352,4765,1
2358,4776,1
2359,5044,1
2370,9381,0
2370,9437,0
2374,6522,0
2380,9146,1
2382,4997,1
2383,7384,0
2383,8464,0
2386,4981,1
2396,5025,1
2396,8709,0
2405,4978,1
2406,5009,1
2431,8405,0
2432,4993,1
2439,4272,0
2455,4177,0
2460,4990,1
2471,5375,1
2479,4061,0
2480,5006,1
2481,5343,1
2482,9495,0
2489,10219,0
2501,3986,0
2524,4983,1
2531,5355,1
2540,5039,1
2540,5451,1
2544,4269,0
2548,7486,0
2579,5243,1
2584,3983,0
2594,5329,0
2605,5324,1
2606,5362,1
2615,5790,0
2617,10355,0
2632,5270,1
2635,5240,1
2646,5003,1
2648,5050,1
2649,5269,1
2679,5280,1
2699,5490,1
2744,5241,1
2764,5250,1
2766,5743,1
2767,5293,1
2794,5262,1
2800,4182,0
2800,5273,1
2802,6886,0
2823,6812,0
2823,7296,0
2823,9863,0
2830,9388,0
2831,5505,1
2832,5548,1
2832,8955,0
2835,5470,1
2835,8910,0
2845,5518,1
2848,5246,1
2852,5263,1
2862,5292,1
2867,5475,1
2870,5504,1
2892,5547,1
2902,5578,1
2902,6019,0
2905,5466,1
2915,5559,1
2920,5556,1
2936,8514,0
2944,5533,1
2946,5488,1
2969,5499,1
2971,5734,1
2979,5508,1
2987,5515,1
2990,5454,1
2995,5520,1
2998,5597,1
3006,5455,1
3009,5452,1
3019,4752,0
3019,5461,1
3021,5498,1
3028,5457,1
3050,6423,0
3051,5523,1
3054,5039,0
3056,5647,1
3056,6142,0
3057,5654,1
3071,5675,1
3087,5456,1
3097,5720,1
3099,5995,1
3119,5479,1
3138,5674,1
3172,5668,1
3232,6812,0
3232,7296,0
3232,9863,0
3269,9146,1
3279,9064,0
3286,9942,1
3317,10366,1
3344,10438,0
3345,10237,1
3346,8470,0
3366,4638,0
3366,5699,0
3405,8628,1
3418,9397,1
3421,10126,1
3433,10138,0
3433,10139,0
3440,5821,0
3459,5993,0
3459,9952,0
3468,4259,0
3487,10232,1
