title,pubmonth,pubday,id,edition,publisher,isbn13,language,pubyear,series,authors,pages
A computer vocational education in the 21st century family planning materials: SQL language and relational database ,1.0,1.0,30,,Publishing House of Electronics Industry,9790000000000.0,,11.0,,HUANG HE;,
Database Design for Smarties: Using UML for Data Modeling  ,3.0,8.0,31,1,Morgan Kaufmann,9780000000000.0,English,99.0,The Morgan Kaufmann Series in Data Management Systems,Robert J. Muller;,464.0
Principles of Data Integration,7.0,9.0,32,1,Morgan Kaufmann,9780000000000.0,English,12.0,,AnHai Doan;Alon Halevy;Zachary Ives;,520.0
e-Data: Turning Data Into Information With Data Warehousing,2.0,25.0,33,1,Addison-Wesley Professional,9780000000000.0,English,0.0,,Jill DychÀ_;,368.0
Visual C# and Databases - Professional Edition,2.0,18.0,34,2012 Update,Kidware Software,9780000000000.0,English,13.0,,Philip Conrod;,910.0
"Data Warehouse Design: Modern Principles and Methodologies by Golfarelli, Matteo, Rizzi, Stefano published by McGraw-Hill Osborne  ",,,35,,McGraw-Hill Osborne,,,100.0,,,
Oracle Database Foundations: Technology Fundamentals for IT Success,9.0,28.0,36,1,Sybex,9780000000000.0,English,4.0,,Bob Bryla;,349.0
Advanced Data Warehouse Design byZimÀ_À_nyi,,,37,,Springer,,,11.0,,ZimÀ_À_nyi;,
"Business Intelligence: Third European Summer School, eBISS 2013, Dagstuhl Castle, Germany, July 7-12, 2013, Tutorial Lectures  ",4.0,30.0,38,,Springer,9780000000000.0,English,14.0,Lecture Notes in Business Information Processing (Book 172),Esteban ZimÀ_À_nyi;,243.0
SQL Backup and Recovery Joes 2 Pros  : Techniques for Backing Up and Restoring Databases in SQL Server,10.0,9.0,39,,Joes 2 Pros International LLC,9780000000000.0,English,12.0,,Tim Radney;,152.0
"Grid and Cooperative Computing - GCC 2004 Workshops: GCC 2004 International Workshops, IGKG, SGT, GISS, AAC-GEVO, and VVS, Wuhan, China, October 21-24, 2004  ",12.0,3.0,40,,Springer,9780000000000.0,English,4.0,Lecture Notes in Computer Science (Book 3252),Hai Jin;Yi Pan;Nong Xiao;,794.0
Data Quality in Practices  ,12.0,9.0,41,1,Wiley-ISTE,9780000000000.0,English,13.0,FOCUS Series,Laure Berti-Equille;,192.0
Serious ADO: Universal Data Access with Visual Basic,8.0,8.0,42,,Apress,9780000000000.0,English,0.0,,Robert MacDonald;,611.0
Database Design and Relational Theory: Normal Forms and All That Jazz  ,4.0,27.0,43,1,O'Reilly Media,9780000000000.0,English,12.0,Theory in Practice,C. J. Date;,278.0
"Big Data, Data Mining, and Machine Learning: Value Creation for Business Leaders and Practitioners  ",5.0,27.0,44,1,Wiley,9780000000000.0,English,14.0,Wiley and SAS Business Series,Jared Dean;,288.0
"Advances in Databases: 17th British National Conference on Databases, BNCOD 17 Exeter, UK, July 3-5, 2000 Proceedings  ",7.0,31.0,45,2000,Springer,9780000000000.0,English,0.0,Lecture Notes in Computer Science (Book 1832),Brian Lings;Keith Jeffery;,226.0
Beginning Visual Basic 6 Database Programming,8.0,,46,1st,Apress,9780000000000.0,English,98.0,,John Connell;,880.0
SAS Programming Guidelines Interview Questions You'll Most Likely Be Asked,11.0,1.0,47,,CreateSpace Independent Publishing Platform,9780000000000.0,English,12.0,,Vibrant Publishers;,156.0
Dashboarding and Reporting with Power Pivot and Excel: How to Design and Create a Financial Dashboard with PowerPivot À__ End to End,7.0,15.0,48,,Holy Macro! Books,9780000000000.0,English,14.0,,Kasper de Jonge;,175.0
Database Programming With C#,4.0,9.0,49,1st,Apress,9780000000000.0,English,2.0,Expert's Voice,Carsten Thomsen;,696.0
SQL Server DMVs in Action: Better Queries with Dynamic Management Views,5.0,16.0,50,1,Manning Publications,9780000000000.0,English,11.0,,Ian W. Stirk;,375.0
Microsoft Access SQL Comprehensive: version 2010,10.0,2.0,51,,AlphaPress,9780000000000.0,English,12.0,,Dr. Pindaro Epaminonda Demertzoglou;,450.0
FileMaker Pro 10: The Missing Manual,1.0,30.0,52,1,Pogue Press,9780000000000.0,English,9.0,Missing Manual,Susan Prosser;Geoff Coffey;,832.0
Data Access Patterns: Database Interactions in Object-Oriented Applications,9.0,21.0,53,1,Addison-Wesley Professional,9780000000000.0,English,3.0,,Clifton Nock;,512.0
"Digital Forensics and Cyber Crime: First International ICST Conference, ICDF2C 2009, Albany, Ny, USA, September 30 - October 2, 2009, Revised Selected ... and Telecommunications Engineering)",1.0,13.0,54,2010,Springer,9780000000000.0,English,10.0,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering (Book 31)",Sanjay Goel;,171.0
Search Engine Visibility  ,9.0,8.0,55,2,New Riders,9780000000000.0,English,7.0,,Shari Thurow;,312.0
Data Types and Persistence  ,8.0,,56,,Springer-Verlag,9780000000000.0,English,88.0,Topics in Information Systems,Malcolm P. Atkinson;Peter Buneman;Ronald Morrison;,292.0
Expert Oracle JDBC Programming,6.0,1.0,57,,Apress,9780000000000.0,English,5.0,Oaktable Press,R.M. Menon;,708.0
Mining Software Specifications: Methodologies and Applications  ,5.0,24.0,58,1,CRC Press,9780000000000.0,English,11.0,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series (Book 17),David Lo;Siau-Cheng Khoo;Jiawei Han;,460.0
Macromedia ColdFusion MX 7 Web Application Construction Kit,4.0,2.0,59,1,Macromedia Press,9780000000000.0,English,5.0,,Ben Forta;Raymond Camden;Leon Chalnick;,1440.0
"Distributed Database Management Systems: A Practical Approach       Saeed K. Rahimi, Frank S. Haug",,,60,,Wiley-IEEE Computer Society Pr,,,10.0,,,
Benchmark Series: Microsofta Access 2013 Levels 1 and 2: Text with Data Files CD,1.0,30.0,61,,"EMC Paradigm,US",9780000000000.0,English,14.0,Benchmark Series,Nita Rutkosky;Denise Seguin;Audrey Rutkosky Roggenkamp;,768.0
Oracle JDeveloper 10g for Forms & PL/SQL Developers: A Guide to Web Development with Oracle ADF  ,9.0,7.0,62,1,McGraw-Hill Osborne Media,9780000000000.0,English,6.0,Oracle Press,Peter Koletzke;Duncan Mills;,562.0
Oracle Web Application Programming for PL/SQL Developers,12.0,28.0,63,1,Prentice Hall,9780000000000.0,English,2.0,,Susan Boardman;Melanie Caffrey;Solomon Morse;,745.0
MySQL Stored Procedure Programming,4.0,4.0,64,,O'Reilly Media,9780000000000.0,English,6.0,,Guy Harrison;Steven Feuerstein;,640.0
"Building the Data Warehouse   by Inmon, W H  ",,,65,,"Wiley, Paperback(2002)",,,2.0,,Inmon;,
Data Resource Simplexity: How Organizations Choose Data Resource Success or Failure,4.0,1.0,66,,"Technics Publications, LLC",9780000000000.0,English,11.0,,Michael H. Brackett;,642.0
"Formal Ontology in Information Systems: Proceedings of the Fourth International Conference  , Volume 150 Frontiers in Artificial Intelligence and Applications",10.0,1.0,67,,IOS Press,9780000000000.0,English,6.0,Frontiers in Artificial Intelligence and Applications (Book 150),B. Bennett and C. Fellbaum;Editors;,374.0
MOS 2013 Study Guide for Microsoft Access  ,6.0,25.0,68,1,Microsoft Press,9780000000000.0,English,13.0,MOS Study Guide,John Pierce;,232.0
Microsoft Access User's Guide,,,69,,Microsoft Press,,English,94.0,,Microsoft Corporation;,819.0
"Oracle Internals: Tips, Tricks, and Techniques for DBAs",7.0,30.0,70,1,Auerbach Publications,9780000000000.0,English,1.0,,Donald K. Burleson;,896.0
Inside Microsoft SQL Server 2008 T-SQL Programming  ,10.0,3.0,71,1,Microsoft Press,9780000000000.0,English,9.0,Developer Reference,Itzik Ben-Gan;Dejan Sarka;Roger Wolter;,832.0
Oracle Wait Interface: A Practical Guide to Performance Diagnostics & Tuning  ,6.0,25.0,72,1st,McGraw-Hill Osborne Media,9780000000000.0,English,4.0,Oracle Press,Richmond Shee;Kirtikumar Deshpande;K. Gopalakrishnan;,400.0
Computational Analysis of Terrorist Groups: Lashkar-e-Taiba,8.0,28.0,73,2013,Springer,9780000000000.0,English,12.0,,V.S. Subrahmanian;Aaron Mannes;Amy Sliva;,234.0
MCTS Self-Paced Training Kit  : Microsoft SQL Server 2008 Database Development  ,5.0,30.0,74,1,Microsoft Press,9780000000000.0,English,9.0,Microsoft Press Training Kit,Tobias Thernstrom;Mike Hotek;Ann Weber;,496.0
Data Structures and Algorithms with Object-Oriented Design Patterns in Java,8.0,2.0,75,,Wiley,9780000000000.0,English,99.0,,Bruno R. Preiss;,656.0
Database applications-ACCESS relational database tutorial ,1.0,1.0,76,,Xiamen University Pub. Date :2010-12-1,9790000000000.0,Chinese,0.0,,E DA WEI;,
"Multivariate Network Visualization: Dagstuhl Seminar # 13201, Dagstuhl Castle, Germany, May 12-17, 2013, Revised Discussions  ",4.0,11.0,77,,Springer,9780000000000.0,English,14.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 8380)",Andreas Kerren;Helen Purchase;Matthew O. Ward;,237.0
An Introduction to Database Systems  ,8.0,1.0,78,8,Addison-Wesley,9780000000000.0,English,3.0,,C.J. Date;,1024.0
Foundations of Large-Scale Multimedia Information Management and Retrieval: Mathematics of Perception,8.0,1.0,79,2011,Springer,9780000000000.0,English,11.0,,Edward Y. Chang;,291.0
SQL for SQL Server,11.0,8.0,80,,Prentice Hall,9780000000000.0,English,3.0,,Bijoy Bordoloi;Douglas B. Bock;,416.0
"The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling by Kimball, Ralph, Ross, Margy 2nd     Paperback",,,81,,John Wiley & Sons,,English,0.0,,,
MCITP Developer: Microsoft SQL Server 2005 Database Solutions Design,9.0,25.0,82,,Sybex,9780000000000.0,English,6.0,,Victor Isakov;,608.0
Designing Effective Database Systems,1.0,20.0,83,,Addison-Wesley Professional,9780000000000.0,English,5.0,,Rebecca M. Riordan;,384.0
Time-Constrained Transaction Management: Real-Time Constraints in Database Transaction Systems  ,9.0,27.0,84,,Springer,9780000000000.0,English,11.0,Advances in Database Systems (Book 2),Nandit R. Soparkar;Henry F. Korth;Abraham Silberschatz;,148.0
Knowledge Discovery from Sensor Data  ,12.0,10.0,85,0,CRC Press,9780000000000.0,English,8.0,Industrial Innovation Series (Book 7),Auroop R. Ganguly;Joao Gama;Olufemi A. Omitaomu;,215.0
Exam 77-885 Microsoft Access 2010,11.0,1.0,86,1,Wiley,9780000000000.0,English,11.0,,Microsoft Official Academic Course;,460.0
Encyclopedia of Multimedia,9.0,29.0,87,2nd,Springer,9780000000000.0,English,8.0,,Borko Furht;,1001.0
Expert Oracle Application Express,9.0,23.0,88,,CreateSpace Independent Publishing Platform,9780000000000.0,English,14.0,,Dietmar Aust;Martin D'Souza;Doug Gaul;,612.0
Open Source XML Database Toolkit: Resources and Techniques for Improved Development,7.0,28.0,89,1,Wiley,9780000000000.0,English,0.0,,Liam R. E. Quin;,448.0
Pro Oracle Spatial for Oracle Database 11g  ,10.0,28.0,90,2nd,Apress,9780000000000.0,English,7.0,Expert's Voice in Oracle,Ravikanth Kothuri;Albert Godfrind;Euro Beinat;,787.0
50 Years of Artificial Intelligence: Essays Dedicated to the 50th Anniversary of Artificial Intelligence  ,12.0,10.0,91,,Springer,9780000000000.0,English,7.0,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 4850),Max Lungarella;Fumiya Iida;Josh Bongard;,399.0
"Data Management in Grids: First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers  ",1.0,16.0,92,2006,Springer,9780000000000.0,English,6.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3836)",Jean-Marc Pierson;,146.0
Applied Software Architecture,11.0,14.0,93,,Addison-Wesley Professional,9780000000000.0,English,99.0,,Christine Hofmeister;Robert Nord;Dilip Soni;,432.0
Instant PostgreSQL Starter,4.0,24.0,94,,Packt Publishing,9780000000000.0,English,13.0,,Daniel K. Lyons;,48.0
Apache Cassandra Hands-On Training Level One,7.0,23.0,95,,CreateSpace Independent Publishing Platform,9780000000000.0,English,14.0,,Ruth Stryker;,406.0
Workflow for Oracle E-Business Suite,10.0,24.0,96,,Lulu.com,9780000000000.0,English,7.0,,Roel Hogendoorn;LearnWorks.nu;,192.0
"Apache, MySQL, and PHP Web Development All-in-One Desk Reference For Dummies",12.0,5.0,97,1,For Dummies,9780000000000.0,English,3.0,,Jeff Cogswell;,760.0
Database Management Systems  ,,,98,,McGraw-Hill Education (ISE Edi,9780000000000.0,English,99.0,McGraw-Hill International Editions,Raghu Ramakrishnan;,936.0
Nonlinear Integrals And Their Applications In Data Mining    ,6.0,9.0,99,1,World Scientific Publishing Company,9790000000000.0,English,10.0,Advances in Fuzzy Systemss - Applications and Theory,Zhenyuan Wang;,360.0
Murach's Oracle SQL and PL/SQL  ,8.0,1.0,100,,Mike Murach & Associates,9780000000000.0,English,8.0,,Joel Murach;,600.0
Oracle PL / SQL For Dummies,5.0,26.0,101,1,For Dummies,9780000000000.0,English,6.0,,Michael Rosenblum;Paul Dorsey;,432.0
Algorithms for Memory Hierarchies: Advanced Lectures  ,7.0,29.0,102,2003,Springer,9780000000000.0,English,3.0,Lecture Notes in Computer Science (Book 2625),Ulrich Meyer;Peter Sanders;Jop Sibeyn;,429.0
Building the Data Warehouse,3.0,29.0,103,3,Wiley,9780000000000.0,English,2.0,,W. H. Inmon;,432.0
Pro SQL Server 2012 Practices  ,10.0,31.0,104,1,Apress,9780000000000.0,English,12.0,Expert's Voice in SQL Server,Bradley Ball;TJay Belt;Glenn Berry;,504.0
OCEJWCD Study Companion: Certified Expert Java EE 6 Web Component Developer  ,8.0,15.0,105,,Garner Press,9780000000000.0,English,12.0,,Charles Lyons;,680.0
Data Mining With Decision Trees: Theory and Applications    ,1.0,4.0,106,2,World Scientific Publishing Company,9790000000000.0,English,15.0,Series in Machine Perception and Artifical Intelligence,Lior Rokach;Oded Maimon;,380.0
"Securing SQL Server, Second Edition: Protecting Your Database from Attackers",8.0,16.0,107,2,Syngress,9780000000000.0,English,12.0,,Denny Cherry;,408.0
"Data Modeling Made Simple with CA ERwin Data Modeler r8 by Burbank, Donna, Hoberman, Steve  ",,,108,,"Technics Publications, LLC",,,100.0,,,
FileMaker Pro 5.5 for Windows & Macintosh  ,12.0,28.0,109,,Pearson Education,9780000000000.0,English,1.0,Visual QuickStart Guide,Nolan Hester;,344.0
Bayesian Networks and Influence Diagrams: A Guide to Construction and Analysis  ,11.0,29.0,110,2nd ed. 2013,Springer,9780000000000.0,English,12.0,Information Science and Statistics (Book 22),Uffe B. KjÀ__rulff;Anders L. Madsen;,382.0
Data Mining and Statistics for Decision Making,4.0,18.0,111,2,Wiley,9780000000000.0,English,11.0,,StÀ_phane TuffÀ_ry;,716.0
How to do Everything with Dreamweaver 4,6.0,21.0,112,,McGraw-Hill Companies,9780000000000.0,English,1.0,How to Do Everything With--,Michael Meadhra;,500.0
Modern Database Management  ,7.0,29.0,113,10,Prentice Hall,9780000000000.0,English,10.0,,Jeffrey A. Hoffer;Ramesh Venkataraman;Heikki Topi;,624.0
"Big Data Analytics: Second International Conference, BDA 2013, Mysore, India, December 16-18, 2013, Proceedings  ",11.0,13.0,114,,Springer,9780000000000.0,English,13.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 8302)",Vasudha Bhatnagar;Srinath Srinivasa;,197.0
Data Mining for Genomics and Proteomics: Analysis of Gene and Protein Expression Data,7.0,6.0,115,1,Wiley-Interscience,9780000000000.0,English,10.0,,Darius M. Dziuda;,336.0
Learning MySQL,11.0,21.0,116,,O'Reilly Media,9780000000000.0,English,6.0,,Seyed M.M. (Saied) Tahaghoghi;Hugh Williams;,618.0
Access 2013 on Demand,5.0,19.0,117,1,Que Publishing,9780000000000.0,English,13.0,On Demand,Steve Johnson;Perspection Inc.;,448.0
"The Semantic Web: A Guide to the Future of XML, Web Services, and Knowledge Management",5.0,30.0,118,1,Wiley,9780000000000.0,English,3.0,,Michael C. Daconta;Leo J. Obrst;Kevin T. Smith;,312.0
Practical WebObjects,8.0,16.0,119,,Apress,9780000000000.0,English,4.0,Expert's Voice in Java,Charles Hill;Sacha Mallais;,363.0
Digital Convergence - Libraries of the Future,11.0,5.0,120,Softcover reprint of hardcover 1st ed. 2008,Springer,9780000000000.0,English,10.0,,Rae Earnshaw;John Vince;,416.0
No Stress Tech Guide to Crystal Reports XI: For Beginners,10.0,20.0,121,,Tolana Publishing,9780000000000.0,English,6.0,,Indera Murphy;,520.0
Schaum's Outline of Fundamentals of SQL Programming,9.0,28.0,122,1,McGraw-Hill,9780000000000.0,English,0.0,Schaum's Outline Series,Ramon Mata-Toledo;Pauline Cushman;,314.0
SQL Basics Joes 2 Pros: A Getting Started Guide to Administering and Developing SQL Server Databases for Beginners,7.0,4.0,123,,Joes 2 Pros International LLC,9780000000000.0,English,13.0,,Rick Morelan;Pinal Dave;,216.0
Common SAP R/3 Functions Manual  ,11.0,18.0,124,,Springer,9780000000000.0,English,3.0,Springer Professional Computing,William Lawlor;,396.0
Data Mining and Data Warehousing: Practical Machine Learning Tools Techniques,5.0,9.0,125,,LAP LAMBERT Academic Publishing,9780000000000.0,English,12.0,,Ram Kumar Singh;Amit Asthana;,404.0
Oracle SQL High-Performance Tuning  ,1.0,8.0,126,2,Prentice Hall,9780000000000.0,English,1.0,,Guy Harrison;,656.0
Build Your Own Z80 Computer,10.0,,127,,Computing Mcgraw-Hill,9780000000000.0,English,81.0,,Steve Ciarcia;,352.0
Using Oracle 8,7.0,,128,,Que Pub,9780000000000.0,English,98.0,Using,David Austin;,805.0
Emerging Technologies of Text Mining: Techniques and Applications  ,10.0,10.0,129,1,Idea Group Reference,9780000000000.0,English,7.0,Premier Reference Source,hercules Antonio Do Prado;Edilson Ferneda;,358.0
High Availability Guide for DB2,5.0,20.0,130,1,IBM Press,9780000000000.0,English,4.0,,Chris Eaton;Enzo Cialini;,256.0
"Data Warehouse and Business Information QualityDATA WAREHOUSE AND BUSINESS INFORMATION QUALITY by English, Larry   on Mar-25-1999 Paperback",3.0,25.0,131,,John Wiley & Sons,,English,99.0,,Larry (Author) on Mar-25-1999 Paperback Data Warehouse and Business Information Quality DATA WAREHOUSE AND BUSINESS INFORMATION QUALITY by English;,
"Fuzzy Logic and Applications: 10th International Workshop, WILF 2013, Genoa, Italy, November 19-22, 2013, Proceedings  ",11.0,5.0,132,,Springer,9780000000000.0,English,13.0,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 8256),Francesco Masulli;Gabriella Pasi;Ronald Yager;,249.0
LINQ for Visual C# 2008  ,8.0,4.0,133,1,Apress,9780000000000.0,English,8.0,FirstPress,Fabio Claudio Ferracchiati;,200.0
Machine Learning: An Algorithmic Perspective  ,4.0,1.0,134,1,Chapman and Hall/CRC,9780000000000.0,English,9.0,,Stephen Marsland;,406.0
"Artificial Immune Systems: Third International Conference, ICARIS 2004, Catania, Sicily, Italy, September 13-16, 2004, Proceedings  ",11.0,10.0,135,2004,Springer,9780000000000.0,English,4.0,Lecture Notes in Computer Science (Book 3239),Giuseppe Nicosia;Vincenzo Cutello;Peter John Bentley;,448.0
Oracle Parallel Processing,8.0,21.0,136,,O'Reilly Media,9780000000000.0,English,0.0,,Tushar Mahapatra;Sanjay Mishra;,288.0
"Public Key Cryptography - PKC 2007: 10th International Conference on Practice and Theory in Public-Key Cryptography, Beijing, China, April 16-20, ... Computer Science / Security and Cryptology)",3.0,30.0,137,2007,Springer,9780000000000.0,English,7.0,Lecture Notes in Computer Science / Security and Cryptology (Book 4450),Tatsuaki Okamoto;Xiaoyun Wang;,498.0
"DB2À_À_ SQL PL: Essential Guide for DB2À_À_ UDB on LinuxÜ¢, UNIXÀ_À_, WindowsÜ¢, i5/OSÜ¢, and z/OSÀ_À_  ",11.0,25.0,138,2,IBM Press,9780000000000.0,English,4.0,,Zamil Janmohamed;Clara Liu;Drew Bradstock;,576.0
Data Warehouse Implementations: Critical Implementation Factors Study,7.0,29.0,139,,VDM Verlag,9780000000000.0,English,9.0,,Joe Ganczarski;,136.0
Administering SQL Server 7,6.0,27.0,140,,Computing Mcgraw-Hill,9780000000000.0,English,99.0,Windows NT Technical Expert,Divya Chaturvedi;Paritosh Prathak;Paritosh Pathak;,608.0
By Ralph Kimball The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling  ,7.0,16.0,141,,Wiley,,,13.0,,Ralph Kimball;,
Grouping Multidimensional Data: Recent Advances in Clustering,12.0,16.0,142,2006,Springer,9780000000000.0,English,5.0,,Jacob Kogan;Charles Nicholas;Marc Teboulle;,268.0
"Data Matching: Concepts and Techniques for Record Linkage, Entity Resolution, and Duplicate Detection  ",7.0,5.0,143,,Springer,9780000000000.0,English,12.0,Data-Centric Systems and Applications,Peter Christen;,272.0
Data Warehousing Essentials,5.0,26.0,144,,CreateSpace Independent Publishing Platform,9780000000000.0,English,11.0,,Mr Sudhir Warier;,132.0
Sexy Little Numbers: How to Grow Your Business Using the Data You Already Have,9.0,4.0,145,,Crown Business,9780000000000.0,English,12.0,,Dimitri Maex;Paul B. Brown;,272.0
Data Warehousing 69 Success Secrets - 69 Most Asked Questions on Data Warehousing - What You Need to Know,7.0,24.0,146,,Emereo Publishing,9780000000000.0,English,13.0,What You Need to Know,Teresa Rice;,92.0
Transact-SQL Programming: Covers Microsoft SQL Server 6.5 /7.0 and Sybase Adaptive Server 11.5,4.0,8.0,147,,O'Reilly Media,9780000000000.0,English,99.0,,Kevin Kline;Lee Gould;Andrew Zanevsky;,840.0
Exam 70-432: Microsoft SQL Server 2008 Implementation and Maintenance with Lab Manual Set,2.0,15.0,148,1,Wiley,9780000000000.0,English,11.0,,Microsoft Official Academic Course;,648.0
Principles of Distributed Database Systems  ,1.0,29.0,149,2,Prentice Hall,9780000000000.0,English,99.0,,M. Tamer Ozsu;Patrick Valduriez;,666.0
Refactoring Databases: Evolutionary Database Design,3.0,13.0,150,1,Addison-Wesley Professional,9780000000000.0,English,6.0,,Scott W. Ambler;Pramodkumar J. Sadalage;,384.0
"Complete SQL Server 7 Training Course, The",11.0,3.0,151,,Prentice Hall Ptr,9780000000000.0,English,99.0,,Jeffry Byrne;Steve Correia;John Deep;,567.0
Foundations and Novel Approaches in Data Mining  ,12.0,19.0,152,,Springer,9780000000000.0,English,5.0,Studies in Computational Intelligence (Book 9),Tsau Young Lin;Setsuo Ohsuga;Churn-Jung Liau;,378.0
TOAD Handbook  ,9.0,24.0,153,2,Addison-Wesley Professional,9780000000000.0,English,9.0,,Bert Scalzo;Dan Hotka;,312.0
Data Warehousing Fundamentals: A Comprehensive Guide for IT Professionals,8.0,3.0,154,1,Wiley-Interscience,9780000000000.0,English,1.0,,Paulraj Ponniah;,528.0
Microsoft SQL Server 2012 Step by Step  ,2.0,25.0,155,1,Microsoft Press,9780000000000.0,English,13.0,Step by Step Developer,Patrick LeBlanc;,432.0
Concepts of Database Management,6.0,14.0,156,7,Cengage Learning,9780000000000.0,English,11.0,,Philip J. Pratt;Joseph J. Adamski;,432.0
