ltable_id,rtable_id,gold
673,850,0
673,856,0
674,3049,0
676,2798,0
677,2423,0
683,830,0
684,2383,0
684,2489,0
687,348,0
687,349,0
687,372,0
687,3058,0
688,139,0
689,2889,0
689,2893,0
689,2901,0
689,2902,0
690,407,0
693,2244,0
696,2661,0
697,1864,0
699,1435,0
700,1908,0
704,307,0
713,384,0
713,387,0
713,2748,0
714,291,0
714,766,0
714,3032,0
720,2384,0
726,2888,0
726,2900,0
726,2901,0
726,2905,0
727,738,0
729,2439,0
730,1377,0
732,1550,0
732,1553,0
732,3401,0
735,2044,0
740,2123,0
740,2132,0
740,2133,0
741,1877,0
744,1540,0
745,2679,0
748,1487,0
749,952,0
762,2836,0
762,2837,0
769,294,0
769,2117,0
769,2125,0
769,2126,0
769,2692,0
769,2736,0
769,3069,0
780,2102,0
780,2107,0
780,2117,0
780,3069,0
782,778,0
783,1332,0
785,1731,0
785,2113,0
785,2117,0
785,2118,0
785,2128,0
786,425,0
788,642,0
788,692,0
788,693,0
788,957,0
788,1242,0
790,1192,0
791,76,0
791,77,0
796,2434,0
800,815,0
807,3145,0
807,3146,0
807,3148,0
807,3150,0
810,1248,0
811,277,0
813,61,0
813,2535,0
813,2543,0
814,1542,0
820,2622,0
820,2623,0
823,3326,0
824,2386,0
826,835,0
827,1252,0
827,1563,0
828,1397,0
828,2047,0
828,2082,0
828,2084,0
828,2086,0
828,2088,0
828,2089,0
828,2090,0
828,2091,0
828,2092,0
828,2093,0
828,2094,0
828,3404,0
830,2102,0
830,2104,0
831,1243,0
833,1051,0
833,1752,0
834,1538,0
834,1539,0
835,2845,0
835,2846,0
838,199,0
838,1038,0
838,1039,0
838,1040,0
839,2133,0
839,2737,0
839,2738,0
839,2739,0
839,2740,0
839,2741,0
839,2866,0
845,1443,0
848,2525,0
856,635,0
857,1971,0
858,1585,0
865,420,0
868,2685,0
868,2686,0
868,2692,0
868,2693,0
870,2402,0
870,2540,0
874,2965,0
878,3046,0
882,2526,0
884,10,0
884,3291,0
889,173,0
893,3166,0
901,828,0
905,2173,0
906,3330,0
906,3331,0
906,3332,0
909,999,0
909,1822,0
910,481,0
911,1626,0
913,74,0
915,2819,0
917,1889,0
918,2926,0
919,743,0
919,744,0
920,1290,0
921,3322,0
927,734,0
930,2148,0
932,751,0
934,3162,0
940,3079,0
943,2986,0
946,2337,0
949,2696,0
951,1954,0
956,1511,0
962,2381,0
962,2436,0
969,1390,0
969,2233,0
969,2234,0
970,1740,0
972,1821,0
975,1802,0
978,2666,0
981,2102,0
981,2103,0
981,2104,0
981,2105,0
981,2107,0
981,2109,0
983,2745,0
984,2112,0
984,2118,0
984,2120,0
984,2124,0
984,2686,0
984,2743,0
986,1845,0
996,884,0
996,885,0
1001,1922,0
1003,1558,0
1004,507,0
1006,15,0
1007,2009,0
1007,2120,0
1007,2737,0
1007,2743,0
1009,2488,0
1015,2683,0
1015,2690,0
1019,1524,0
1021,2618,0
1025,3472,0
1027,789,0
1028,2084,0
1028,2085,0
1028,2086,0
1028,2090,0
1028,2092,0
1030,2630,0
1031,1985,0
1034,662,0
1036,2172,0
1038,1435,0
1038,1436,0
1040,2431,0
1041,126,0
1041,1809,0
1041,3427,0
1045,406,0
1045,751,0
1045,3118,0
1048,480,0
1048,2372,0
1048,2771,0
1050,356,0
1050,358,0
1050,366,0
1050,376,0
1050,377,0
1050,378,0
1050,382,0
1050,392,0
1056,2445,0
1058,601,0
1059,2130,0
1059,2134,0
1059,2135,0
1063,2377,0
1066,3062,0
1066,3066,0
1067,2173,0
1070,386,0
1070,388,0
1070,389,0
1077,1378,0
1084,1570,0
1085,1245,0
1091,1776,0
1091,2130,0
1091,2132,0
1091,2133,0
1091,2134,0
1091,2135,0
1091,2866,0
1092,763,0
1094,2439,0
1100,617,0
1103,2602,0
1104,2053,0
1110,2578,0
1113,1435,0
1113,1448,0
1114,1030,0
1114,1033,0
1117,476,0
1117,2169,0
1118,2181,0
1122,2164,0
1124,2675,0
1125,2377,0
1126,831,0
1127,1817,0
1129,2420,0
1133,2483,0
1139,198,0
1139,1217,0
1141,623,0
1146,2419,0
1149,3244,0
1150,1243,0
1150,2650,0
1150,2656,0
1158,2312,0
1162,468,0
1162,1958,0
1162,3409,0
1167,2249,0
1169,2063,0
1170,2600,0
1172,3474,0
1177,2845,0
1181,1981,0
1181,2114,0
1183,1601,0
1185,352,0
1186,61,0
1186,2535,0
1186,2543,0
1189,835,0
1190,3085,0
1196,729,0
1198,3146,0
1198,3147,0
1199,3322,0
1202,210,0
1207,3273,0
1210,2216,0
1211,1473,0
1217,3053,0
1220,360,0
1220,369,0
1222,901,0
1222,902,0
1222,3495,0
1226,814,0
1227,394,0
1227,839,0
1227,999,0
1227,1000,0
1227,1987,0
1227,3423,0
1227,3426,0
1227,3427,0
1229,2392,0
1229,2433,0
1233,766,0
1233,3032,0
1237,3370,0
1246,340,0
1251,1368,0
1258,2892,0
1259,3081,0
1259,3086,0
1265,2085,0
1266,2112,0
1268,2316,0
1269,3244,0
1270,2127,0
1270,3037,0
1272,2766,0
1273,373,0
1273,378,0
1281,812,0
1287,2130,0
1294,3149,0
1296,357,0
1296,360,0
1298,1235,0
1299,782,0
1300,2766,0
1303,817,0
1305,390,0
1305,2235,0
1309,1937,0
1310,1236,0
1310,1243,0
1310,2656,0
1313,752,0
1315,2906,0
1316,2061,0
1318,1731,0
1318,2102,0
1318,2113,0
1323,715,0
1325,1477,0
1327,811,0
1330,2880,0
1333,10,0
1339,2107,0
1339,2117,0
1340,822,0
1341,2333,0
1343,2527,0
1344,639,0
1344,1581,0
1346,1114,0
1348,3047,0
1350,3333,0
1350,3334,0
1350,3335,0
1352,2211,0
1355,742,0
1357,3497,0
1362,955,0
1362,956,0
1362,1964,0
1362,2189,0
1363,2397,0
1363,2530,0
1371,74,0
1371,3038,0
1372,2832,0
1373,946,0
1375,903,0
1377,1893,0
1377,2133,0
1377,3084,0
1379,1334,0
1384,989,0
1385,1399,0
1385,1549,0
1385,2995,0
1390,1481,0
1393,307,0
1402,2764,0
1409,1294,0
1410,2505,0
1412,295,0
1415,350,0
1416,2684,0
1418,676,0
1418,845,0
1418,846,0
1420,2107,0
1420,2117,0
1420,2125,0
1420,2692,0
1420,2736,0
1420,2749,0
1420,3069,0
1424,2320,0
1424,2321,0
1424,2324,0
1424,2353,0
1426,1929,0
1431,1314,0
1432,2855,0
1438,43,0
1440,2097,0
1445,2305,0
1450,808,0
1451,832,0
1452,1125,0
1455,3131,0
1459,3145,0
1459,3146,0
1459,3148,0
1459,3150,0
1460,2622,0
1460,2623,0
1461,1414,0
1472,2333,0
1480,1828,0
1481,3068,0
1482,1179,0
1484,3078,0
1485,2594,0
1487,785,0
1489,483,0
1491,35,0
1491,343,0
1491,1341,0
1491,1499,0
1491,1500,0
1491,1502,0
1491,1503,0
1491,2843,0
1492,194,0
1492,195,0
1492,196,0
1495,3186,0
1496,3243,0
1497,2181,0
1499,1129,0
1500,472,0
1501,382,0
1501,386,0
1501,388,0
1501,389,0
1503,2084,0
1503,3404,0
1505,2740,0
1507,2185,0
1507,2188,0
1511,766,0
1515,1689,0
1520,1596,0
1520,2115,0
1520,2116,0
1520,2117,0
1520,2734,0
1520,2749,0
1521,1093,0
1523,815,0
1531,768,0
1534,424,0
1545,3105,0
1557,1908,0
1557,2591,0
1560,2878,0
1562,2684,0
1562,2685,0
1562,2693,0
1566,1290,0
1570,1399,0
1570,1549,0
1570,1550,0
1570,1553,0
1570,2995,0
1572,2904,0
1574,294,0
1574,2117,0
1574,2125,0
1574,2126,0
1574,2692,0
1574,2734,0
1574,2735,0
1574,2736,0
1574,2743,0
1575,371,0
1575,2734,0
1575,2735,0
1575,2736,0
1575,2743,0
1585,1624,0
1590,1562,0
1600,3409,0
1601,2122,0
1605,291,0
1605,766,0
1611,3080,0
1614,1400,0
1614,2049,0
1614,2095,0
1624,10,0
1624,3291,0
1628,817,0
1628,818,0
1628,819,0
1629,3474,0
1630,1815,0
1630,3428,0
1630,3429,0
1636,2511,0
1637,876,0
1638,811,0
1641,3221,0
1642,2095,0
1642,2096,0
1643,817,0
1643,818,0
1645,2296,0
1646,454,0
1651,2118,0
1651,2121,0
1651,2122,0
1651,2123,0
1651,2124,0
1651,2125,0
1651,2128,0
1653,2431,0
1654,2426,0
1654,3145,0
1654,3146,0
1654,3147,0
1654,3148,0
1654,3150,0
1660,895,0
1663,2233,0
1663,2234,0
1664,1953,0
1669,807,0
1670,2110,0
1670,2111,0
1671,2532,0
1678,1083,0
1680,2389,0
1680,2472,0
1682,3000,0
1683,2297,0
1684,2901,0
1688,373,0
1690,2582,0
1695,333,0
1696,1596,0
1696,2115,0
1696,2116,0
1696,2749,0
1702,1033,0
1702,1152,0
1702,1499,0
1702,1964,0
1702,2843,0
1705,2084,0
1705,2096,0
1705,2097,0
1708,2528,0
1716,12,0
1716,1551,0
1719,2111,0
1723,57,0
1723,63,0
1726,2448,0
1732,953,0
1732,958,0
1736,2485,0
1736,2506,0
1737,144,0
1739,1543,0
1740,2103,0
1741,3428,0
1742,1473,0
1743,2899,0
1747,834,0
1752,3056,0
1754,3042,0
1757,2888,0
1757,2900,0
1757,2905,0
1762,1692,0
1763,1216,0
1763,1217,0
1765,497,0
1766,2246,0
1766,2247,0
1766,3456,0
1767,2895,0
1768,8,0
1774,2688,0
1774,2691,0
1774,2693,0
1777,448,0
1784,1392,0
1788,1598,0
1790,372,0
1790,1776,0
1790,2130,0
1790,2135,0
1790,2866,0
1790,3058,0
1794,3254,0
1795,406,0
1800,904,0
1801,1165,0
1803,2532,0
1808,1447,0
1808,1448,0
1809,2723,0
1812,1908,0
1813,2106,0
1818,2412,0
1821,3213,0
1825,1152,0
1825,1338,0
1825,1499,0
1825,1500,0
1825,1503,0
1825,2843,0
1826,2441,0
1829,2107,0
1829,2117,0
1830,1986,0
1837,2429,0
1839,835,0
1840,2194,0
1841,1400,0
1841,1550,0
1841,1553,0
1841,2050,0
1841,3140,0
1841,3143,0
1844,253,0
1845,3115,0
1847,1893,0
1847,2130,0
1847,2132,0
1847,2133,0
1847,2739,0
1847,2866,0
1847,3084,0
1848,2688,0
1850,292,0
1855,101,0
1857,2432,0
1857,2433,0
1858,556,0
1871,3074,0
1876,774,0
1880,2120,0
1880,2686,0
1880,2693,0
1881,2415,0
1890,741,0
1891,3286,0
1894,832,0
1899,1566,0
1902,3277,0
1910,2633,0
1920,3424,0
1921,2848,0
1924,2392,0
1924,2433,0
1925,2695,0
1925,3082,0
1926,3147,0
1926,3151,0
1927,528,0
1927,953,0
1927,955,0
1928,343,0
1928,1338,0
1929,533,0
1931,3374,0
1932,3055,0
1936,2435,0
1937,1236,0
1937,1243,0
1937,2656,0
1939,2300,0
1940,650,0
1943,427,0
1945,250,0
1945,455,0
1945,832,0
1946,817,0
1946,818,0
1946,819,0
1946,821,0
1951,1659,0
1952,1816,0
1954,1893,0
1954,2133,0
1954,2739,0
1954,3084,0
1958,1470,0
1960,809,0
1965,2468,0
1966,2052,0
1966,3401,0
1969,879,0
1969,2697,0
1970,596,0
1972,366,0
1972,377,0
1972,378,0
1972,382,0
1977,81,0
1977,82,0
1977,90,0
1977,92,0
1977,93,0
1977,1260,0
1981,468,0
1981,1958,0
1981,3409,0
1983,348,0
1983,349,0
1983,372,0
1983,3058,0
1985,1537,0
1988,2017,0
1990,1000,0
1990,1987,0
1990,3423,0
1990,3426,0
1990,3427,0
2004,2658,0
2005,294,0
2005,2116,0
2005,2120,0
2005,2125,0
2005,2126,0
2005,2128,0
2005,2692,0
2005,2736,0
2007,346,0
2008,3430,0
2009,2414,0
2011,2151,0
2011,2152,0
2014,2013,0
2016,2888,0
2016,2900,0
2016,2905,0
2019,1397,0
2019,2047,0
2019,2082,0
2021,2451,0
2029,2525,0
2030,782,0
2032,2009,0
2032,2120,0
2032,2734,0
2032,2735,0
2032,2736,0
2032,2743,0
2036,3071,0
2038,1115,0
2038,1116,0
2043,1551,0
2043,1552,0
2043,3140,0
2043,3143,0
2048,126,0
2048,1809,0
2056,429,0
2056,2619,0
2056,2620,0
2057,3057,0
2059,2982,0
2060,985,0
2064,366,0
2064,373,0
2064,377,0
2064,378,0
2064,382,0
2066,1659,0
2068,3198,0
2069,432,0
2070,3453,0
2072,3088,0
2074,363,0
2081,2490,0
2085,1682,0
2088,2470,0
2088,2510,0
2088,2511,0
2090,2119,0
2090,3071,0
2092,2102,0
2092,2103,0
2092,2104,0
2092,2109,0
2094,348,0
2094,349,0
2094,372,0
2094,3058,0
2097,1667,0
2104,2899,0
2106,96,0
2107,541,0
2107,1905,0
2108,1164,0
2111,1038,0
2111,1039,0
2111,1040,0
2116,786,0
2117,3437,0
2118,2627,0
2121,2121,0
2121,2127,0
2121,3037,0
2128,371,0
2128,387,0
2128,1892,0
2128,2684,0
2128,2767,0
2132,3409,0
2133,956,0
2133,1499,0
2133,1500,0
2133,1503,0
2133,2843,0
2139,2413,0
2145,1317,0
2146,3041,0
2147,1161,0
2147,1162,0
2148,2989,0
2154,197,0
2156,1049,0
2160,2121,0
2165,2575,0
2169,1555,0
2174,831,0
2175,3363,0
2176,2775,0
2180,2288,0
2180,2289,0
2182,2315,0
2189,2066,0
2192,1381,0
2195,1993,0
2196,2763,0
2201,2191,0
2206,2160,0
2208,1438,0
2208,1442,0
2221,237,0
2223,898,0
2223,3362,0
2232,1967,0
2235,637,0
2242,35,0
2242,955,0
2242,956,0
2242,957,0
2242,958,0
2242,1341,0
2242,1787,0
2242,1788,0
2242,1790,0
2242,2843,0
2245,1561,0
2247,2285,0
2248,2926,0
2251,2847,0
2254,308,0
2258,371,0
2258,2735,0
2264,1090,0
2265,666,0
2277,2128,0
2278,2470,0
2278,2510,0
2278,2511,0
2281,2690,0
2282,2102,0
2282,2103,0
2282,2109,0
2283,2888,0
2283,2900,0
2283,2901,0
2283,2905,0
2288,199,0
2291,2684,0
2291,3067,0
2295,953,0
2295,958,0
2295,1051,0
2295,1900,0
2296,1266,0
2299,820,0
2300,3073,0
2301,720,0
2304,3029,0
2309,3237,0
2313,1779,0
2316,1335,0
2317,2462,0
2318,3185,0
2322,2662,0
2323,3116,0
2326,2888,0
2326,2900,0
2326,2905,0
2332,2166,0
2333,3043,0
2334,3401,0
2336,532,0
2337,249,0
2339,1730,0
2340,2603,0
2340,2825,0
2343,902,0
2343,3495,0
2349,768,0
2360,2161,0
2361,1940,0
2362,3060,0
2364,2120,0
2372,2496,0
2372,2513,0
2372,3323,0
2373,394,0
2373,1000,0
2373,1809,0
2373,1987,0
2373,3423,0
2373,3426,0
2373,3427,0
2380,1244,0
2384,2691,0
2385,1783,0
2388,1847,0
2389,1351,0
2391,1102,0
2393,2898,0
2393,2903,0
2397,2476,0
2397,2541,0
2401,639,0
2401,1581,0
2404,455,0
2404,533,0
2404,826,0
2404,827,0
2404,830,0
2404,831,0
2404,832,0
2404,2528,0
2404,3087,0
2404,3409,0
2408,2433,0
2408,2772,0
2412,2738,0
2412,2739,0
2412,2740,0
2412,2741,0
2415,1388,0
2417,820,0
2418,2052,0
2418,3401,0
2419,478,0
2422,987,0
2423,371,0
2423,387,0
2423,1731,0
2423,1981,0
2423,2767,0
2424,2102,0
2426,2177,0
2432,3198,0
2434,878,0
2435,2102,0
2435,2103,0
2435,2105,0
2435,2108,0
2435,2109,0
2440,2606,0
2440,2607,0
2440,2608,0
2443,3095,0
2443,3096,0
2444,463,0
2446,3361,0
2449,357,0
2450,2107,0
2453,1506,0
2455,2006,0
2461,52,0
2461,3107,0
2462,348,0
2462,349,0
2462,372,0
2462,3058,0
2463,1908,0
2472,1794,0
2477,371,0
2477,1731,0
2477,1981,0
2477,2107,0
2477,2113,0
2477,2117,0
2477,2118,0
2477,2125,0
2477,2128,0
2482,677,0
2482,898,0
2482,3362,0
2483,294,0
2483,2125,0
2483,2734,0
2483,2736,0
2483,2743,0
2485,793,0
2488,3455,0
2488,3456,0
2490,540,0
2492,3074,0
2493,990,0
2493,2386,0
2498,1875,0
2503,1025,0
2503,1030,0
2503,1033,0
2503,1500,0
2503,1503,0
2504,144,0
2505,375,0
2508,2428,0
2509,2695,0
2509,2738,0
2509,2739,0
2509,2740,0
2509,2741,0
2518,69,0
2519,2102,0
2519,2103,0
2519,2104,0
2519,2109,0
2523,480,0
2523,2415,0
2527,1061,0
2530,1117,0
2532,1883,0
2532,3426,0
2533,2265,0
2537,1797,0
2542,2337,0
2543,1186,0
2545,2114,0
2545,2121,0
2545,2127,0
2545,2128,0
2546,1399,0
2546,1400,0
2546,1550,0
2546,2096,0
2549,3081,0
2549,3086,0
2559,767,0
2559,1783,0
2560,1580,0
2564,2082,0
2564,2085,0
2565,2317,0
2567,52,0
2567,2471,0
2567,3107,0
2570,1596,0
2570,2115,0
2570,2116,0
2570,2117,0
2571,1473,0
2572,2394,0
2575,791,0
2577,1136,0
2578,2680,0
2580,3233,0
2584,2507,0
2588,1194,0
2594,2650,0
2597,2483,0
2602,1123,0
2602,1134,0
2603,1789,0
2605,63,0
2605,66,0
2605,67,0
2605,71,0
2607,228,0
2609,3041,0
2615,2767,0
2618,1816,0
2622,1495,0
2626,2575,0
2628,1429,0
2630,1472,0
2632,1852,0
2634,2792,0
2635,1761,0
2637,2750,0
2637,2751,0
2641,1197,0
2643,903,0
2644,3387,0
2646,2407,0
2649,3463,0
2654,850,0
2657,2936,0
2658,3243,0
2659,2073,0
2662,2523,0
2671,2233,0
2672,1570,0
2677,2069,0
2678,455,0
2678,832,0
2680,184,0
2680,185,0
2680,186,0
2681,1278,0
2697,1398,0
2697,1399,0
2697,3139,0
2697,3141,0
2697,3504,0
2702,147,0
2702,149,0
2702,2516,0
2703,2313,0
2708,1894,0
2709,737,0
2712,1610,0
2715,136,0
2718,2686,0
2719,770,0
2719,771,0
2721,823,0
2722,3198,0
2731,1977,0
2735,1280,0
2736,1650,0
2736,2084,0
2736,2086,0
2738,767,0
2740,1241,0
2741,2459,0
2744,603,0
2745,2338,0
2748,1538,0
2748,1539,0
2748,1541,0
2749,2415,0
2750,468,0
2750,3409,0
2751,1538,0
2751,1539,0
2754,2231,0
2754,2722,0
2756,66,0
2756,71,0
2757,1094,0
2758,1914,0
2761,385,0
2761,386,0
2761,388,0
2761,389,0
2762,3000,0
2764,713,0
2764,1595,0
2770,2362,0
2772,2835,0
2776,1006,0
2778,359,0
2778,362,0
2780,371,0
2780,384,0
2780,387,0
2780,2767,0
2782,572,0
2784,2212,0
2785,2838,0
2794,639,0
2794,1581,0
2797,2418,0
2800,2847,0
2803,513,0
2804,2085,0
2805,2157,0
2806,2973,0
2807,376,0
2810,356,0
2810,358,0
2810,366,0
2810,377,0
2810,382,0
2810,392,0
2812,665,0
2818,2997,0
2826,1886,0
2827,1473,0
2830,1426,0
2834,818,0
2834,819,0
2834,821,0
2837,2070,0
2840,3245,0
2842,999,0
2842,1809,0
2842,3423,0
2844,1414,0
2845,3103,0
2847,371,0
2847,1731,0
2848,903,0
2849,2424,0
2850,362,0
2850,363,0
2853,2382,0
2854,1927,0
2855,2597,0
2856,2330,0
2861,2930,0
2862,2110,0
2867,1250,0
2871,1538,0
2872,467,0
2874,3243,0
2875,3219,0
2876,2228,0
2878,88,0
2886,646,0
2887,2465,0
2895,770,0
2895,771,0
2899,1378,0
2899,2400,0
2901,104,0
2904,2437,0
2904,2533,0
2906,2622,0
2906,2623,0
2908,2341,0
2910,2079,0
2910,2083,0
2911,11,0
2911,1358,0
2911,2139,0
2913,1783,0
2913,1791,0
2914,943,0
2914,962,0
2914,1053,0
2917,1666,0
2918,1636,0
2922,1781,0
2922,1799,0
2922,1800,0
2924,168,0
2927,2339,0
2929,1848,0
2929,2131,0
2929,2695,0
2929,2737,0
2929,2738,0
2929,2739,0
2929,2740,0
2929,2741,0
2934,2450,0
2934,3386,0
2935,802,0
2936,2315,0
2938,1731,0
2938,2112,0
2938,2116,0
2938,2120,0
2938,2121,0
2938,2124,0
2938,2126,0
2938,2128,0
2939,2904,0
2949,2007,0
2951,3087,0
2953,677,0
2954,1382,0
2954,2464,0
2959,67,0
2959,94,0
2960,356,0
2960,358,0
2960,366,0
2960,382,0
2960,392,0
2967,3342,0
2971,1573,0
2973,820,0
2976,93,0
2983,353,0
2983,356,0
2983,358,0
2985,2047,0
2995,3135,0
2998,3145,0
2998,3146,0
2998,3148,0
2998,3150,0
3001,1731,0
3004,2997,0
3009,1957,0
3014,2485,0
3014,2506,0
3017,1336,0
3019,2997,0
3021,2001,0
3024,1152,0
3024,1964,0
3024,2186,0
3030,2049,0
3030,2095,0
3036,3108,0
3037,2430,0
3040,1798,0
3042,2888,0
3042,2894,0
3042,2900,0
3046,999,0
3046,1822,0
3049,66,0
3049,67,0
3049,94,0
3051,2805,0
3052,531,0
3054,422,0
3055,2637,0
3056,3348,0
3057,1848,0
3057,2738,0
3058,462,0
3060,1191,0
3067,2155,0
3067,2156,0
3068,72,0
3070,294,0
3070,2118,0
3070,2124,0
3070,2125,0
3070,2126,0
3070,2692,0
3070,2736,0
3073,425,0
3077,2604,0
3078,1418,0
3079,3494,0
3083,2130,0
3092,863,0
3096,380,0
3097,2418,0
3098,2664,0
3101,2469,0
3106,2301,0
3106,2302,0
3107,827,0
3110,765,0
3112,3145,0
3112,3150,0
3114,954,0
3114,2217,0
3114,2218,0
3114,3369,0
3116,639,0
3116,1581,0
3122,2137,0
3122,2138,0
3126,147,0
3126,149,0
3126,2516,0
3140,2899,0
3142,3243,0
3144,2131,0
3144,2695,0
3144,2738,0
3144,2741,0
3147,455,0
3147,826,0
3147,832,0
3151,50,0
3160,820,0
3161,3145,0
3161,3146,0
3161,3148,0
3161,3150,0
3162,2672,0
3164,3190,0
3165,852,0
3165,855,0
3166,285,0
3170,2887,0
3170,2890,0
3170,3192,0
3170,3193,0
3171,2931,0
3180,3497,0
3187,1384,0
3189,217,0
3194,1137,0
3201,2249,0
3201,2496,0
3204,424,0
3204,425,0
3205,69,0
3206,1120,0
3210,2426,0
3213,335,0
3214,2514,0
3221,1588,0
3224,294,0
3224,2117,0
3224,2125,0
3224,2126,0
3224,2692,0
3224,2736,0
3225,3243,0
3233,2155,0
3233,2156,0
3239,188,0
3239,189,0
3239,190,0
3239,193,0
3243,1382,0
3243,2464,0
3247,533,0
3247,830,0
3251,3000,0
3252,2051,0
3254,1173,0
3258,1377,0
3261,2039,0
3261,2043,0
3261,2881,0
3261,2882,0
3262,307,0
3263,1596,0
3263,2115,0
3263,2116,0
3263,2734,0
3263,2749,0
3264,3145,0
3264,3146,0
3264,3148,0
3264,3150,0
3265,348,0
3265,349,0
3265,372,0
3265,1776,0
3265,3058,0
3266,3276,0
3271,3375,0
3273,446,0
3277,2119,0
3278,2678,0
3282,882,0
3282,1003,0
3286,1033,0
3288,1552,0
3288,2289,0
3290,194,0
3290,195,0
3290,196,0
3291,3506,0
3293,348,0
